x,y,z,yaw
0,0,1,0
1.25,0,1,90
1.2397375172790577,0.1598464521056325,1.0240963855421688,97.346938775510196
1.2091185787987868,0.31706822988688421,1.0481927710843373,104.69387755102041
1.1586459466825272,0.4690837560992176,1.072289156626506,112.04081632653062
1.0891483801542368,0.61339694000492229,1.0963855421686748,119.3877551020408
1.0017670273349459,0.74763816311401987,1.1204819277108433,126.73469387755102
0.8979366876221595,0.86960318825435801,1.1445783132530121,134.08163265306123
0.77936225232341694,0.97728935308503728,1.1686746987951808,141.42857142857142
0.64799071038815648,1.0689284537566826,1.1927710843373494,148.77551020408163
0.50597917890299238,1.1430157787697655,1.2168674698795181,156.12244897959184
0.35565948328879082,1.1983348162958256,1.2409638554216866,163.46938775510202
0.19949986879172416,1.2339772292680626,1.2650602409638554,170.81632653061223
0.040064471964569165,1.2493577702508598,1.2891566265060241,178.16326530612247
-0.12002878238460192,1.2442238911864978,1.3132530120481927,185.51020408163262
-0.27815116744539292,1.2186598902272796,1.3373493975903614,192.85714285714286
-0.43170631802663439,1.1730855275622005,1.3614457831325302,200.20408163265304
-0.57817286280104385,1.1082491329662501,1.3855421686746987,207.55102040816325
-0.71514582515271186,1.0252153182461949,1.4096385542168675,214.89795918367346
-0.8403761128266457,0.92534749634414459,1.4337349397590362,222.24489795918365
-0.95180744796141781,0.81028549413473594,1.4578313253012047,229.59183673469383
-1.0476101311148005,0.68191862651318624,1.4819277108433735,236.93877551020407
-1.1262110848780238,0.5423546738969478,1.5060240963855422,244.28571428571428
-1.1863196837633359,0.3938852725295261,1.5301204819277108,251.63265306122446
-1.2269489462388317,0.23894828587671568,1.5542168674698795,258.9795918367347
-1.2474317409379205,0.080087774975891535,1.5783132530120483,266.32653061224494
-1.2474317409379205,-0.080087774975891243,1.6024096385542168,273.67346938775506
-1.2269489462388317,-0.23894828587671535,1.6265060240963856,281.0204081632653
-1.1863196837633359,-0.39388527252952577,1.6506024096385543,288.36734693877554
-1.126211084878024,-0.54235467389694747,1.6746987951807228,295.71428571428572
-1.0476101311148005,-0.68191862651318602,1.6987951807228916,303.06122448979596
-0.95180744796141792,-0.81028549413473572,1.7228915662650603,310.40816326530614
-0.84037611282664582,-0.92534749634414448,1.7469879518072289,317.75510204081633
-0.71514582515271252,-1.0252153182461945,1.7710843373493976,325.10204081632651
-0.57817286280104419,-1.1082491329662501,1.7951807228915664,332.44897959183675
-0.43170631802663417,-1.1730855275622007,1.8192771084337349,339.79591836734699
-0.27815116744539325,-1.2186598902272796,1.8433734939759037,347.14285714285717
-0.12002878238460196,-1.2442238911864978,1.8674698795180724,354.48979591836735
0.040064471964568575,-1.2493577702508598,1.8915662650602409,361.83673469387753
0.1994998687917241,-1.2339772292680626,1.9156626506024097,369.18367346938777
0.35565948328878999,-1.1983348162958261,1.9397590361445785,376.53061224489795
0.50597917890299215,-1.1430157787697657,1.963855421686747,383.87755102040819
0.64799071038815659,-1.0689284537566826,1.9879518072289157,391.22448979591837
0.77936225232341672,-0.97728935308503739,2.0120481927710845,398.57142857142856
0.89793668762215961,-0.86960318825435778,2.036144578313253,405.91836734693879
1.0017670273349455,-0.74763816311402032,2.0602409638554215,413.26530612244898
1.0891483801542368,-0.61339694000492229,2.0843373493975905,420.61224489795921
1.158645946682527,-0.46908375609921826,2.1084337349397591,427.9591836734694
1.2091185787987866,-0.31706822988688438,2.1325301204819276,435.30612244897958
1.2397375172790577,-0.15984645210563331,2.1566265060240966,442.65306122448976
1.25,-3.0616169978683831e-16,2.1807228915662651,450
1.25,0,2.2048192771084336,90
1.2397375172790577,0.1598464521056325,2.2289156626506026,97.346938775510196
1.2091185787987868,0.31706822988688421,2.2530120481927711,104.69387755102041
1.1586459466825272,0.4690837560992176,2.2771084337349397,112.04081632653062
1.0891483801542368,0.61339694000492229,2.3012048192771086,119.3877551020408
1.0017670273349459,0.74763816311401987,2.3253012048192772,126.73469387755102
0.8979366876221595,0.86960318825435801,2.3493975903614457,134.08163265306123
0.77936225232341694,0.97728935308503728,2.3734939759036147,141.42857142857142
0.64799071038815648,1.0689284537566826,2.3975903614457832,148.77551020408163
0.50597917890299238,1.1430157787697655,2.4216867469879517,156.12244897959184
0.35565948328879082,1.1983348162958256,2.4457831325301207,163.46938775510202
0.19949986879172416,1.2339772292680626,2.4698795180722892,170.81632653061223
0.040064471964569165,1.2493577702508598,2.4939759036144578,178.16326530612247
-0.12002878238460192,1.2442238911864978,2.5180722891566267,185.51020408163262
-0.27815116744539292,1.2186598902272796,2.5421686746987953,192.85714285714286
-0.43170631802663439,1.1730855275622005,2.5662650602409638,200.20408163265304
-0.57817286280104385,1.1082491329662501,2.5903614457831328,207.55102040816325
-0.71514582515271186,1.0252153182461949,2.6144578313253013,214.89795918367346
-0.8403761128266457,0.92534749634414459,2.6385542168674698,222.24489795918365
-0.95180744796141781,0.81028549413473594,2.6626506024096388,229.59183673469383
-1.0476101311148005,0.68191862651318624,2.6867469879518073,236.93877551020407
-1.1262110848780238,0.5423546738969478,2.7108433734939759,244.28571428571428
-1.1863196837633359,0.3938852725295261,2.7349397590361448,251.63265306122446
-1.2269489462388317,0.23894828587671568,2.7590361445783134,258.9795918367347
-1.2474317409379205,0.080087774975891535,2.7831325301204819,266.32653061224494
-1.2474317409379205,-0.080087774975891243,2.8072289156626509,273.67346938775506
-1.2269489462388317,-0.23894828587671535,2.8313253012048194,281.0204081632653
-1.1863196837633359,-0.39388527252952577,2.8554216867469879,288.36734693877554
